Klebsiella | número de entradas: 2459 | date: 2023-05-03 10:44:18.610467
GCA_029909755.1 SAMN33560847
GCF_015288605.1 SAMN16560580
GCF_015288445.1 SAMN16560582
GCF_015288205.1 SAMN16560583
GCF_015288045.1 SAMN16560586
GCF_015287805.1 SAMN16560584
GCF_015287605.1 SAMN16560587
GCF_015287425.1 SAMN16560585
GCF_015287155.1 SAMN16560588
GCF_015286965.1 SAMN16560590
GCF_015286725.1 SAMN16560589
GCF_015286445.1 SAMN16560591
GCF_015286225.1 SAMN16560592
GCF_015286025.1 SAMN16560594
GCF_015286005.1 SAMN16560596
GCF_015285825.1 SAMN16560597
GCF_015285645.1 SAMN16560575
GCA_015285425.1 SAMN16560598
GCF_015285145.1 SAMN16560576
GCF_015284925.1 SAMN16560577
GCF_015284665.1 SAMN16560600
GCF_015284485.1 SAMN16560602
GCA_015284345.1 SAMN16560599
GCF_015284185.1 SAMN16560601
GCF_015284065.1 SAMN16560595
GCF_015283885.1 SAMN16560603
GCF_015283665.1 SAMN16560593
GCF_015278095.1 SAMN16539551
GCF_015278075.1 SAMN16534237
GCF_015278055.1 SAMN16584924
GCA_015278035.1 SAMN16539844
GCF_015278015.1 SAMN16539469
GCF_015277995.1 SAMN16539459
GCF_015277975.1 SAMN16539445
GCF_015277955.1 SAMN16539308
GCF_015277935.1 SAMN16539436
GCF_015277915.1 SAMN16539444
GCF_015277755.1 SAMN16604318
GCF_015243235.1 SAMN16451036
GCF_015239295.1 SAMN14411773
GCF_015239135.1 SAMN14411774
GCF_015238895.1 SAMN14411775
GCF_015238655.1 SAMN14411776
GCF_015238555.1 SAMN16418109
GCA_904866545.1 SAMEA3357194
GCF_904866535.1 SAMEA3357311
GCF_904866555.1 SAMEA3356970
GCA_904866525.1 SAMEA3357218
GCF_904866475.1 SAMN06112206
GCA_904866515.1 SAMEA3357303
GCF_904866445.1 SAMEA3357165
GCF_904866485.1 SAMN06112200
GCF_904866465.1 SAMEA3357086
GCF_904866505.1 SAMEA3357196
GCF_904866435.1 SAMEA3357003
GCF_904866405.1 SAMEA3357273
GCF_904866415.1 SAMEA3357140
GCF_904866425.1 SAMEA3357053
GCF_904866395.1 SAMEA3357191
GCF_904866375.1 SAMEA3357211
GCF_904866325.1 SAMEA3357155
GCF_904866315.1 SAMEA3357237
GCA_904866265.1 SAMEA3357071
GCF_904866255.1 SAMEA3357174
GCF_904866335.1 SAMEA3357253
GCF_904866295.1 SAMEA3357421
GCF_904866285.1 SAMEA3357233
GCA_904866355.1 SAMN06112198
GCF_904866235.1 SAMEA3357009
GCF_904866205.1 SAMEA3357054
GCA_904866185.1 SAMEA3357376
GCF_904866195.1 SAMEA3357203
GCF_904866215.1 SAMEA3357265
GCF_904865845.1 SAMEA3357161
GCF_904865805.1 SAMEA3357052
GCF_904865795.1 SAMEA3357419
GCF_904865815.1 SAMEA3357277
GCF_904865825.1 SAMEA3356961
GCF_904865785.1 SAMEA3357050
GCF_904865745.1 SAMEA3357219
GCA_904865775.1 SAMEA3357294
GCF_904865755.1 SAMEA3357226
GCF_015219805.1 SAMN16456586
GCF_904865765.1 SAMEA3357401
GCA_904865665.1 SAMEA3357392
GCF_904865715.1 SAMEA3357352
GCA_904865705.1 SAMEA3357339
GCF_904865735.1 SAMEA3357269
GCF_904865695.1 SAMEA3357187
GCF_904865675.1 SAMEA3357262
GCF_904865685.1 SAMEA3357121
GCF_904864645.1 SAMEA3357081
GCF_904864625.1 SAMEA3357101
GCF_904864605.1 SAMEA3357013
GCF_904864595.1 SAMN06112228
GCF_904864505.1 SAMEA3357212
GCF_904864545.1 SAMEA3357378
GCF_904864565.1 SAMEA3356991
GCF_904864535.1 SAMEA3357177
GCF_904864525.1 SAMEA3357245
GCF_904864515.1 SAMEA3357423
GCA_904864495.1 SAMEA3357147
GCF_904864475.1 SAMEA3357096
GCF_904864465.1 SAMN06112224
GCA_904864455.1 SAMEA3357235
GCA_904864485.1 SAMEA3357418
GCF_904864445.1 SAMEA3357345
GCF_904863405.1 SAMEA3357158
GCF_904863425.1 SAMEA3357241
GCA_904863415.1 SAMEA3357320
GCF_904863435.1 SAMN07738870
GCF_904863335.1 SAMN06112194
GCF_904863365.1 SAMEA3357023
GCF_904863395.1 SAMEA3357225
GCF_904863295.1 SAMEA3357408
GCA_904863315.1 SAMEA3357113
GCF_904863345.1 SAMEA3357409
GCF_904863355.1 SAMEA3357060
GCF_904863325.1 SAMEA3357254
GCF_904863265.1 SAMEA3357075
GCF_904863275.1 SAMEA3357126
GCF_904863285.1 SAMEA3357192
GCF_904863245.1 SAMEA3357256
GCF_904863225.1 SAMN06112204
GCA_904863185.1 SAMEA3357130
GCF_904863215.1 SAMN06112222
GCA_904863175.1 SAMEA3357346
GCF_904863205.1 SAMEA3356952
GCF_904863195.1 SAMEA3357033
GCF_904863145.1 SAMEA3357068
GCF_904863135.1 SAMEA3357175
GCF_904863055.1 SAMEA3356968
GCF_904863085.1 SAMEA3357515
GCF_904863115.1 SAMEA3357208
GCF_904863095.1 SAMEA3357107
GCA_904863065.1 SAMEA3357388
GCF_904863125.1 SAMEA3357260
GCF_904863075.1 SAMEA3357214
GCA_904859915.1 SAMEA3356951
GCF_014905815.1 SAMD00237915
GCF_000941635.2 SAMEA3140791
GCF_015139575.1 SAMD00196009
GCF_015138775.1 SAMD00196002
GCF_015135515.1 SAMD00195879
GCF_009661725.2 SAMN13153738
GCF_009661535.2 SAMN13153741
GCF_009661615.2 SAMN13153746
GCF_009660375.2 SAMN13153745
GCF_009661455.2 SAMN13153753
GCF_009661415.2 SAMN13153760
GCF_015074925.1 SAMN16386297
GCF_015074825.1 SAMN16423096
GCF_014961485.1 SAMN16418314
GCF_011742505.2 SAMN14402336
GCF_011742515.2 SAMN14402333
GCF_014883955.1 SAMN16246721
GCF_014854815.1 SAMN09925542
GCF_014843255.1 SAMN15642698
GCF_014840955.1 SAMN16222891
GCF_014826045.1 SAMN11270035
GCF_014788765.1 SAMN16197931
GCF_014764345.1 SAMN16093148
GCF_014725775.1 SAMN16085534
GCF_012029945.2 SAMN14453494
GCF_012029935.2 SAMN14453492
GCF_012029975.2 SAMN14453493
GCF_012029695.2 SAMN14453495
GCF_012030545.2 SAMN14453496
GCF_012029895.2 SAMN14453497
GCF_011764365.2 SAMD00141414
GCF_014524525.1 SAMN14770898
GCF_014495785.1 SAMN15946735
GCF_014495765.1 SAMN15946737
GCF_014489395.1 SAMN15941323
GCF_014361115.1 SAMN15903654
GCF_014304835.1 SAMN15816123
GCF_014217415.1 SAMN09667176
GCF_014217275.1 SAMN15755083
GCF_014189335.1 SAMN11506009
GCF_014189265.1 SAMN11506065
GCF_014189245.1 SAMN11506050
GCF_014170935.1 SAMD00194474
GCF_014170655.1 SAMD00194404
GCF_014170015.1 SAMN15086847
GCF_014169555.1 SAMD00194574
GCF_014169535.1 SAMD00194569
GCF_014169515.1 SAMD00194568
GCF_014169495.1 SAMD00194558
GCF_014169355.1 SAMD00194531
GCF_014169335.1 SAMD00194529
GCF_014169255.1 SAMD00194518
GCF_014169215.1 SAMD00194509
GCF_014169075.1 SAMD00194464
GCF_014168915.1 SAMD00194424
GCF_014168895.1 SAMD00194422
GCF_014168875.1 SAMD00194418
GCF_014168815.1 SAMD00194408
GCF_014168655.1 SAMD00194355
GCF_014168575.1 SAMD00194339
GCF_014123345.1 SAMN15694293
GCF_013895695.1 SAMN15148140
GCF_013834745.1 SAMN15148246
GCF_013826985.1 SAMN15148287
GCF_013826045.1 SAMN15148290
GCF_013813035.1 SAMN15148385
GCF_013811845.1 SAMN15148398
GCF_013811445.1 SAMN15148399
GCF_013805705.1 SAMN15148407
GCF_013796485.1 SAMN15148466
GCF_013796245.1 SAMN15148468
GCF_013792545.1 SAMN15148492
GCF_013791265.1 SAMN15148502
GCA_013784845.1 SAMN15148636
GCF_013783245.1 SAMN15148760
GCF_013782105.1 SAMN15148764
GCA_013751295.1 SAMN15148592
GCF_013750595.1 SAMN15148597
GCA_013747515.1 SAMN15148647
GCF_013745295.1 SAMN15148699
GCF_013744615.1 SAMN15148531
GCA_013737895.1 SAMN15148609
GCF_013737695.1 SAMN15148610
GCF_013736155.1 SAMN15148642
GCF_013735895.1 SAMN15148644
GCF_013735435.1 SAMN15148657
GCF_013735155.1 SAMN15148664
GCF_013734595.1 SAMN15148669
GCF_013734035.1 SAMN15148670
GCA_013733775.1 SAMN15148673
GCF_013731735.1 SAMN15148709
GCF_013731305.1 SAMN15148711
GCF_013730675.1 SAMN15148715
GCF_013730235.1 SAMN15148716
GCF_013729075.1 SAMN15148724
GCF_013728275.1 SAMN15148729
GCF_013727635.1 SAMN15148733
GCF_013724605.1 SAMN15148755
GCF_013704985.1 SAMN15148656
GCF_013694425.1 SAMN15578211
GCF_013694405.1 SAMN15578212
GCF_013636415.1 SAMN15148174
GCF_013635015.1 SAMN15148459
GCF_013624775.1 SAMN15148509
GCF_013624375.1 SAMN15148522
GCF_013624225.1 SAMN15148529
GCF_013611495.1 SAMN15148624
GCF_013610655.1 SAMN15148604
GCF_013423825.1 SAMN15511588
GCF_013416125.1 SAMN14333447
GCF_013416105.1 SAMN14333446
GCF_013416085.1 SAMN14333445
GCF_013416055.1 SAMN14168397
GCF_013416035.1 SAMN14168398
GCF_013409165.1 SAMN12415685
GCF_013409055.1 SAMN12109786
GCF_013408885.1 SAMN12109790
GCF_013408755.1 SAMN12109789
GCF_013408625.1 SAMN12109792
GCF_013408385.1 SAMN12109794
GCF_013408255.1 SAMN12109795
GCF_013407825.1 SAMN12109799
GCF_013407715.1 SAMN12109800
GCF_013407605.1 SAMN12109801
GCF_011742415.2 SAMN14402341
GCF_011742585.2 SAMN14402356
GCF_013378315.1 SAMN11514678
GCF_013378295.1 SAMN11514677
GCF_013378275.1 SAMN11514676
GCF_013378255.1 SAMN11514675
GCF_013378235.1 SAMN11514674
GCF_013378215.1 SAMN11514673
GCF_013378195.1 SAMN11514672
GCF_013378175.1 SAMN11514671
GCF_013378155.1 SAMN11514670
GCA_013377395.1 SAMN09842420
GCF_013376595.1 SAMN14548316
GCF_013376555.1 SAMN14548317
GCF_013349085.1 SAMN15186437
GCF_013349065.1 SAMN15186438
GCF_013349045.1 SAMN15186439
GCF_013349025.1 SAMN15186442
GCF_013349005.1 SAMN15186443
GCF_013348985.1 SAMN15186444
GCF_013348965.1 SAMN15186446
GCF_013348945.1 SAMN15186445
GCF_013348925.1 SAMN15186441
GCF_013348905.1 SAMN15186447
GCF_013348885.1 SAMN15186440
GCF_013305325.1 SAMN14859483
GCF_013305305.1 SAMN14972504
GCF_013305245.1 SAMN14853914
GCA_013283995.1 SAMN14258344
GCF_013283935.1 SAMN15042437
GCF_013282295.1 SAMN12565093
GCF_002967795.2 SAMN08605586
GCF_013168295.1 SAMD00222555
GCF_902827215.1 SAMEA6634591
GCF_012971685.1 SAMN14609923
GCF_012971665.1 SAMN14609948
GCF_012971645.1 SAMN14609912
GCF_012971625.1 SAMN14609937
GCF_012971605.1 SAMN14609932
GCF_012971585.1 SAMN14609950
GCF_012971565.1 SAMN14609929
GCF_012971545.1 SAMN14609936
GCF_012971525.1 SAMN14609954
GCF_012971505.1 SAMN14609871
GCF_012971485.1 SAMN14609958
GCF_012971465.1 SAMN14609911
GCF_012971445.1 SAMN14609939
GCF_012971425.1 SAMN14609949
GCF_012971405.1 SAMN14609926
GCF_012971385.1 SAMN14609944
GCF_012971365.1 SAMN14609963
GCF_012971345.1 SAMN14609940
GCF_012971325.1 SAMN14609964
GCF_012971305.1 SAMN14609965
GCF_012971285.1 SAMN14609967
GCF_012971265.1 SAMN14609969
GCF_012971205.1 SAMN14609959
GCF_012970725.1 SAMN14609857
GCF_012970705.1 SAMN14609858
GCF_012970685.1 SAMN14609860
GCF_012970645.1 SAMN14609861
GCF_012970625.1 SAMN14609862
GCF_012970605.1 SAMN14609863
GCF_012970585.1 SAMN14609864
GCF_012970565.1 SAMN14609867
GCF_012970545.1 SAMN14609869
GCF_012970485.1 SAMN14609875
GCF_012970465.1 SAMN14609873
GCF_012970425.1 SAMN14609876
GCF_012970405.1 SAMN14609883
GCF_012970385.1 SAMN14609878
GCF_012970345.1 SAMN14609884
GCF_012970325.1 SAMN14609890
GCF_012970305.1 SAMN14609881
GCF_012970265.1 SAMN14609879
GCF_012970245.1 SAMN14609891
GCF_012970225.1 SAMN14609899
GCF_012970185.1 SAMN14609901
GCF_012970025.1 SAMN14609888
GCF_012969865.1 SAMN14609906
GCF_012969665.1 SAMN14609895
GCF_012969415.1 SAMN14609892
GCF_012968985.1 SAMN14609908
GCF_012968805.1 SAMN14609894
GCF_012968365.1 SAMN14609909
GCF_012967985.1 SAMN14609872
GCF_012967785.1 SAMN14609910
GCF_012967565.1 SAMN14609914
GCF_012967385.1 SAMN14609902
GCF_012967125.1 SAMN14609916
GCF_012966865.1 SAMN14609922
GCF_012966645.1 SAMN14609880
GCF_012965965.1 SAMN14609897
GCF_012965825.1 SAMN14609931
GCF_012965685.1 SAMN14609917
GCF_012965545.1 SAMN14609919
GCF_012965405.1 SAMN14609930
GCF_012965225.1 SAMN14609913
GCF_012965115.1 SAMN14609920
GCF_012964925.1 SAMN14609921
GCF_012964785.1 SAMN14609938
GCF_012964645.1 SAMN14609946
GCF_012964525.1 SAMN14609928
GCF_012964305.1 SAMN14609933
GCF_012964135.1 SAMN14609935
GCF_012964005.1 SAMN14609952
GCF_012963835.1 SAMN14609927
GCF_012963645.1 SAMN14609903
GCF_012963525.1 SAMN14609955
GCF_012963405.1 SAMN14609945
GCF_012962335.1 SAMN14609918
GCF_012944055.1 SAMN14540328
GCA_902650055.1 SAMEA4934956
GCA_902649775.1 SAMEA4934955
GCA_902649495.1 SAMEA4934954
GCA_902649685.1 SAMEA4934953
GCA_902650075.1 SAMEA4934924
GCA_902650105.1 SAMEA4934923
GCF_012168575.2 SAMN14482422
GCF_012169405.1 SAMN12568551
GCF_012167385.1 SAMN14487893
GCF_012167215.1 SAMN14487873
GCF_012167075.1 SAMN14487860
GCF_012166915.1 SAMN14487838
GCF_012113655.1 SAMN14487965
GCF_012113635.1 SAMN14486704
GCF_012113615.1 SAMN14486595
GCF_011784425.1 SAMN13716639
GCF_011769825.1 SAMN14421541
GCF_011769805.1 SAMN14421540
GCF_011769725.1 SAMN14421539
GCA_011765425.1 SAMN13707218
GCA_011765405.1 SAMN13702289
GCA_011765385.1 SAMN13683895
GCF_011752495.1 SAMN11445562
GCF_011604725.1 SAMN14372988
GCF_011129215.1 SAMN11246291
GCF_011106795.1 SAMN11246290
GCF_011106775.1 SAMN11246288
GCF_011106605.1 SAMN11246289
GCF_011068365.1 SAMN14247787
GCF_011067245.1 SAMN14249374
GCF_011066505.1 SAMN10353651
GCF_011065365.1 SAMN10390469
GCF_011045775.1 SAMN13737869
GCF_011045595.1 SAMN12559024
GCF_011022255.1 SAMN14132403
GCF_011006575.1 SAMN13831363
GCF_010586985.1 SAMN11618737
GCF_010509815.1 SAMN12881488
GCF_010450855.1 SAMN13978114
GCF_010367305.1 SAMD00163748
GCF_902723695.1 SAMEA6081870
GCF_902723705.1 SAMEA6081871
GCF_010183685.1 SAMN11479262
GCF_010183645.1 SAMN11479264
GCF_010093005.1 SAMN13911826
GCA_009937725.1 SAMN13676153
GCF_009931175.1 SAMN09499691
GCF_009931095.1 SAMN09499693
GCF_009931075.1 SAMN09499696
GCF_009931055.1 SAMN09499694
GCF_009931035.1 SAMN09499700
GCF_009931015.1 SAMN09499701
GCF_009930995.1 SAMN09499702
GCF_009930975.1 SAMN09499703
GCF_009930855.1 SAMN07411959
GCF_009914255.1 SAMN11634268
GCF_009914235.1 SAMN11602135
GCF_009909445.1 SAMN13829509
GCF_009909325.1 SAMN13503954
GCF_009909305.1 SAMN13503956
GCF_009906895.1 SAMN13742796
GCF_009906875.1 SAMN13743062
GCF_009905335.1 SAMN13818259
GCF_009884415.1 SAMN12877715
GCF_009884395.1 SAMN12877722
GCF_009867115.1 SAMN11105635
GCF_009856585.1 SAMN13671318
GCF_009834285.1 SAMN09988182
GCF_009833945.1 SAMN13663554
GCF_009791495.1 SAMN13578407
GCF_009791475.1 SAMN13564660
GCF_009755705.1 SAMN13513903
GCF_009740085.1 SAMN12838237
GCF_009740045.1 SAMN12838239
GCF_009740025.1 SAMN12838240
GCF_009734105.1 SAMN13381623
GCF_009732835.1 SAMN12877717
GCF_009732815.1 SAMN12877718
GCF_009732795.1 SAMN12877719
GCF_009731405.1 SAMD00186795
GCF_002249975.2 SAMN07452764
GCF_009720445.1 SAMN12307651
GCF_009707385.1 SAMN13290334
GCF_009684575.1 SAMN10537194
GCF_009648995.1 SAMN10574726
GCF_009648975.1 SAMN10574723
GCF_009601745.1 SAMN13161584
GCF_009556655.1 SAMN13135504
GCF_009498255.1 SAMN13133898
GCF_009497755.1 SAMN08366843
GCF_009497735.1 SAMN08366845
GCF_009497715.1 SAMN08366846
GCF_009497695.1 SAMN08366847
GCF_009387945.1 SAMN10721859
GCF_009387915.1 SAMN10724437
GCF_009387815.1 SAMN10740630
GCF_009387795.1 SAMN10740483
GCF_009387775.1 SAMN10740431
GCF_009025895.1 SAMN12984737
GCF_009002435.1 SAMD00171892
GCF_008931345.1 SAMN12289282
GCF_008931665.1 SAMN12289361
GCF_008931605.1 SAMN12289379
GCF_008931565.1 SAMN12289275
GCF_004104525.2 SAMN10462700
GCF_008807175.1 SAMN08388679
GCF_006965405.1 SAMN12085403
GCF_008728695.1 SAMN12228410
GCF_008728415.1 SAMN12813532
GCF_008693885.1 SAMN11056356
GCF_008693445.1 SAMN11056344
GCF_008693425.1 SAMN11056346
GCF_008693405.1 SAMN11056345
GCF_003038215.3 SAMN08624619
GCF_002258055.3 SAMN06671971
GCF_008632415.1 SAMN12741260
GCA_008386275.1 SAMN12647693
GCA_008386255.1 SAMN12647694
GCF_002811325.3 SAMN07235710
GCF_002257935.4 SAMN06671956
GCF_008369685.1 SAMN10986063
GCF_008122305.1 SAMN11998171
GCF_008122285.1 SAMN11998170
GCF_008121515.1 SAMN12588286
GCF_002164805.3 SAMN06909163
GCF_002853435.3 SAMN07609091
GCF_002164835.4 SAMN06909160
GCF_002258145.4 SAMN06671960
GCF_001887985.4 SAMN06019522
GCF_002852915.4 SAMN07609116
GCF_002852975.3 SAMN07609117
GCF_003037325.3 SAMN08624668
GCF_002852945.3 SAMN07609114
GCF_008065415.1 SAMN12264830
GCF_007999005.1 SAMN11292297
GCF_007873865.1 SAMN09104544
GCF_007833575.1 SAMN09271081
GCF_007833555.1 SAMN02768808
GCF_007632255.1 SAMN12330869
GCF_002251875.2 SAMN07450608
GCF_002248115.2 SAMN07450602
GCF_007197815.1 SAMN12273071
GCF_007106885.1 SAMN12233455
GCF_006974165.1 SAMN11650121
GCF_006874725.1 SAMN10788268
GCF_002850275.3 SAMN08222601
GCF_006494915.1 SAMN10434199
GCF_006494895.1 SAMN10433884
GCF_006459145.1 SAMN12082929
GCF_003860645.1 SAMN10409888
GCF_006364295.1 SAMN11056490
GCF_006304565.1 SAMN09977093
GCF_005944305.1 SAMN11835544
GCF_005885775.1 SAMN11793565
GCF_005854245.1 SAMN09487517
GCF_005854025.1 SAMN09487518
GCF_005853785.1 SAMN09487516
GCF_901542455.1 SAMEA3492648
GCF_901422065.1 SAMEA3492649
GCF_901422025.1 SAMEA3368328
GCF_901421965.1 SAMEA3345126
GCA_901421915.1 SAMEA3368258
GCF_901421925.1 SAMEA3368261
GCF_004924315.1 SAMN11054834
GCF_004801235.1 SAMN09912217
GCF_900497045.1 SAMEA4785252
GCF_900497475.1 SAMEA4786455
GCF_002853475.2 SAMN07609088
GCF_004332075.1 SAMN10678732
GCF_002918585.2 SAMN03455990
GCF_002811305.2 SAMN07235711
GCF_004322995.1 SAMN03455995
GCF_004322955.1 SAMN03455989
GCF_004322795.1 SAMN09688180
GCF_002909775.1 SAMN08389138
GCF_002257765.2 SAMN06671967
GCF_002300675.1 SAMN07572687
GCF_003037005.2 SAMN08624622
GCF_002852365.2 SAMN07609144
GCF_004319525.1 SAMN10963497
GCF_004295605.1 SAMN10910564
GCF_003261575.2 SAMN08861555
GCF_004295405.1 SAMN10956502
GCF_004295385.1 SAMN10956433
GCF_004209795.1 SAMN10908921
GCF_900497055.1 SAMEA4785253
GCF_900622615.1 SAMEA5128440
GCF_900622625.1 SAMEA5128439
GCF_900622645.1 SAMEA5128438
GCF_900622605.1 SAMEA5128437
GCF_900622595.1 SAMEA5128436
GCF_900622585.1 SAMEA5128435
GCF_004141975.1 SAMN09692822
GCF_004137665.1 SAMN10522466
GCF_004135795.1 SAMN10531975
GCF_004120175.1 SAMN08380932
GCF_004120155.1 SAMN08380935
GCF_004120135.1 SAMN08380938
GCF_004120115.1 SAMN08380949
GCF_004120095.1 SAMN08380930
GCF_004120075.1 SAMN08380929
GCF_004120055.1 SAMN08380933
GCF_004120035.1 SAMN08380941
GCF_004119995.1 SAMN08379292
GCF_004119975.1 SAMN08378909
GCF_004119955.1 SAMN08378686
GCF_004118955.1 SAMN10790857
GCF_004014965.1 SAMN08281173
GCF_004014895.1 SAMN10036351
GCF_004010995.1 SAMN08222595
GCF_004010915.1 SAMN07280658
GCF_004006035.1 SAMN10662038
GCF_003990375.1 SAMN10622699
GCF_900637945.1 SAMEA80457418
GCF_900636985.1 SAMEA3923594
GCF_900636455.1 SAMEA3597594
GCF_900636315.1 SAMEA3492652
GCF_900636185.1 SAMEA3446337
GCF_900636095.1 SAMEA3400781
GCF_900636025.1 SAMEA3376914
GCF_900635995.1 SAMEA3368254
GCF_900635975.1 SAMEA3340639
GCF_900635945.1 SAMEA3340630
GCF_900635925.1 SAMEA3251433
GCF_900635735.1 SAMEA2742610
GCF_900635435.1 SAMEA2548136
GCF_900635125.1 SAMEA3251435
GCF_900635105.1 SAMEA3251432
GCF_003953905.1 SAMN08366844
GCF_001701845.2 SAMN04868740
GCF_001701835.2 SAMN04868736
GCF_002187935.3 SAMN05960914
GCF_003934185.1 SAMN10503922
GCF_003932915.1 SAMN07811429
GCF_003931835.1 SAMN10497376
GCF_001701425.2 SAMN04868721
GCF_001702045.2 SAMN04868722
GCF_002239895.2 SAMN05960932
GCF_002970375.3 SAMN08579613
GCF_003856595.1 SAMN07760932
GCF_003856475.1 SAMN10473953
GCF_003855555.1 SAMN10439712
GCF_003855535.1 SAMN10439690
GCF_003855515.1 SAMN10461964
GCF_003855315.1 SAMEA5063299
GCF_003850165.1 SAMN10432823
GCF_003812925.1 SAMN10163176
GCF_003812845.1 SAMN10163205
GCF_003812185.1 SAMN10163207
GCF_003812105.1 SAMN10163226
GCF_003812085.1 SAMN10163190
GCF_003790505.1 SAMN09635156
GCF_003790485.1 SAMN10343201
GCF_003711065.1 SAMN09688181
GCF_003692695.1 SAMN08828864
GCF_002948835.2 SAMN04014903
GCF_003660205.1 SAMEA3357202
GCF_003660185.1 SAMEA3357079
GCF_002852995.3 SAMN07609113
GCF_003597755.1 SAMN07421000
GCF_003597735.1 SAMN07421005
GCF_003597715.1 SAMN07421004
GCF_003597695.1 SAMN07421006
GCF_003590665.1 SAMEA3357198
GCF_003584585.1 SAMD00116246
GCF_003574275.1 SAMD00059744
GCF_003574255.1 SAMD00059741
GCF_003574235.1 SAMD00110861
GCF_003571745.1 SAMN04014887
GCF_003571705.1 SAMN04014950
GCF_003571645.1 SAMN04014938
GCF_003571605.1 SAMN04014916
GCF_003571585.1 SAMN04015001
GCF_003571545.1 SAMN04014976
GCF_003571525.1 SAMN04014917
GCF_003546885.1 SAMN06173340
GCF_001887995.2 SAMN06019523
GCF_003443835.1 SAMN09708445
GCF_003443755.1 SAMN07638733
GCF_003432405.1 SAMN09691066
GCF_003432285.1 SAMEA3357016
GCF_003432265.1 SAMEA882196
GCF_003432245.1 SAMEA3356997
GCF_003432205.1 SAMEA3357337
GCF_003432185.1 SAMEA3357145
GCF_003432165.1 SAMEA3357466
GCF_003432145.1 SAMEA3357358
GCF_003429625.1 SAMN05439979
GCF_003429545.1 SAMN09279554
GCF_002164855.2 SAMN06909161
GCF_003408615.1 SAMN04448505
GCF_003368025.1 SAMN04457966
GCF_003367555.1 SAMN08378650
GCF_003330945.1 SAMN09638204
GCF_003290425.1 SAMN05341158
GCF_900323945.1 SAMEA104569902
GCF_003288375.1 SAMN07291505
GCF_003286995.1 SAMN09487268
GCF_003286975.1 SAMN09476115
GCF_003285185.1 SAMN09476128
GCF_003285165.1 SAMN09475282
GCF_003285145.1 SAMN09476129
GCF_003267985.1 SAMN07373332
GCF_900478285.1 SAMEA3251431
GCF_002811335.3 SAMN07235708
GCF_003204465.1 SAMN04014981
GCF_003204175.1 SAMN04014928
GCF_003203435.1 SAMN07672549
GCF_003194285.1 SAMN07602587
GCF_003186535.1 SAMN05774083
GCF_003181175.1 SAMN09245763
GCF_003181135.1 SAMN09245753
GCF_003181095.1 SAMN09245752
GCF_003181055.1 SAMN09245749
GCF_003037615.2 SAMN08027262
GCF_003076555.1 SAMN08391417
GCF_003074015.1 SAMN07291519
GCF_003073975.1 SAMN07291523
GCF_003073675.1 SAMN07291531
GCF_003073335.1 SAMN04014920
GCF_003073315.1 SAMN04014983
GCF_003073235.1 SAMN07792096
GCF_003071305.1 SAMN04014982
GCF_003069525.1 SAMN04014994
GCF_003054385.1 SAMN08848079
GCF_003031505.1 SAMN03657213
GCF_003031345.1 SAMN08026708
GCF_003031325.1 SAMN08022168
GCF_003030145.1 SAMN08663449
GCF_003020825.1 SAMN06767172
GCF_003010735.1 SAMN04014937
GCF_003006175.1 SAMN05908511
GCF_002984395.1 SAMN06173348
GCF_002970895.1 SAMN08582315
GCA_002307335.2 SAMN07565840
GCF_002968495.1 SAMN07291504
GCF_002968475.1 SAMN07291506
GCF_002966875.1 SAMN08135572
GCF_001939885.2 SAMN05928590
GCF_002953295.1 SAMN03996259
GCF_002951635.1 SAMN03996301
GCF_002951595.1 SAMN06173549
GCF_002951555.1 SAMN06173548
GCF_002948565.1 SAMN04014907
GCF_002947505.1 SAMN04014869
GCF_002944845.1 SAMN08455837
GCF_002935085.1 SAMN06040387
GCF_001593585.2 SAMN03996283
GCF_001559215.2 SAMN03996296
GCF_002906435.1 SAMN06040382
GCF_002906395.1 SAMN04287054
GCF_002903025.1 SAMN06040388
GCF_002903005.1 SAMN06040389
GCF_002893825.1 SAMN08166690
GCF_002848605.1 SAMN08212048
GCF_002848585.1 SAMN08180798
GCF_002848565.1 SAMN08180799
GCF_002848545.1 SAMN08180551
GCF_002833465.1 SAMN08133262
GCF_002833445.1 SAMN08133260
GCF_002833425.1 SAMN08133261
GCF_002814015.1 SAMN05231873
GCF_002813595.1 SAMN06112188
GCF_002812665.1 SAMN08111037
GCF_002812385.1 SAMN07503088
GCF_002812365.1 SAMN07503096
GCF_002796525.1 SAMN04014850
GCF_002796425.1 SAMN04014848
GCF_002796405.1 SAMN04014859
GCF_002787755.1 SAMN07944238
GCF_002786755.1 SAMN07944237
GCF_001316565.3 SAMN04011426
GCF_002761515.1 SAMN04244588
GCF_002761315.1 SAMN05231874
GCF_002753605.1 SAMEA3357268
GCF_002753555.1 SAMN07211280
GCF_002753405.1 SAMN07211279
GCF_002753355.1 SAMEA3357043
GCF_002753165.1 SAMN07211282
GCF_002753075.1 SAMEA3357077
GCF_002753055.1 SAMEA3357080
GCF_002752995.1 SAMEA3357010
GCF_002752975.1 SAMEA3357272
GCF_002752955.1 SAMN07792166
GCF_002752905.1 SAMEA3357328
GCF_002752775.1 SAMEA3357223
GCF_002741685.1 SAMN06112197
GCF_002591115.1 SAMN07312407
GCF_002591075.1 SAMN07312483
GCF_002587885.1 SAMN07312490
GCF_002587165.1 SAMN07312488
GCF_002290285.1 SAMN07551913
