Salmonella | número de entradas: 1951 | date: 2023-04-28 10:44:43.635615
GCA_029866625.1 SAMN26754305
GCA_900478345.1 SAMEA2689754
GCA_900478105.1 SAMEA2634529
GCF_900478385.1 SAMEA2634512
GCF_003231095.1 SAMN09373897
GCF_003184425.1 SAMN08768763
GCF_003184325.1 SAMN08768800
GCF_003181155.1 SAMN09245758
GCF_003181075.1 SAMN09245756
GCF_003177255.1 SAMN09245760
GCF_003177235.1 SAMN09245755
GCF_003052785.2 SAMN08903186
GCF_003130605.1 SAMN05181544
GCF_000940935.2 SAMN02712196
GCF_001623645.2 SAMN02716879
GCF_003073595.1 SAMN04451264
GCF_003073575.1 SAMN00710627
GCF_003073555.1 SAMN04451263
GCF_003073535.1 SAMN04549535
GCF_003073515.1 SAMN05181543
GCF_003073495.1 SAMN01816110
GCF_003071485.1 SAMN02716890
GCF_003054535.1 SAMN02716886
GCF_002209225.1 SAMN06173334
GCF_003032035.1 SAMN08125525
GCF_003032015.1 SAMN08125531
GCF_003031995.1 SAMN08125532
GCF_003031875.1 SAMN08125528
GCF_003031855.1 SAMN08125530
GCF_003031835.1 SAMN06660623
GCF_003030125.1 SAMN08663434
GCF_003030105.1 SAMN08663433
GCF_002984285.1 SAMN06173330
GCF_002984035.1 SAMN06173332
GCF_002983965.1 SAMN06173333
GCF_002982095.1 SAMN06311389
GCF_002209205.2 SAMN06173326
GCF_002208965.1 SAMN06173325
GCF_001558355.2 SAMN03996249
GCF_002953175.1 SAMN08369945
GCF_002952975.1 SAMN08322104
GCF_002947135.1 SAMN04014872
GCF_002946675.1 SAMN08323710
GCF_002946375.1 SAMN08470240
GCF_001188125.2 SAMN03255434
GCF_000783815.2 SAMN02934521
GCF_002900325.1 SAMN08272061
GCF_000486815.2 SAMN01805331
GCF_000493295.2 SAMN01805328
GCF_002863785.1 SAMN03463818
GCF_000240905.2 SAMN00754430
GCF_000487015.2 SAMN01813420
GCF_002863765.1 SAMN03069713
GCF_000973685.2 SAMN02716903
GCF_002813995.1 SAMN04924825
GCF_002813975.1 SAMN04924824
GCF_002813935.1 SAMN06161238
GCF_002794415.1 SAMN07633032
GCF_001448485.2 SAMN03485833
GCF_001448705.2 SAMN03470763
GCF_002777175.1 SAMN04992706
GCF_002763415.1 SAMN06050734
GCF_002761495.1 SAMN02716889
GCF_002761475.1 SAMN02716888
GCF_002761455.1 SAMN02716887
GCF_002761435.1 SAMN02716885
GCF_002761415.1 SAMN02716884
GCF_002761395.1 SAMN02716882
GCF_002761375.1 SAMN02716875
GCF_002761355.1 SAMN02716873
GCF_002761335.1 SAMN02716872
GCF_002761155.1 SAMN06050733
GCF_002761135.1 SAMN06050727
GCF_002761115.1 SAMN06050725
GCF_002761095.1 SAMN06050738
GCF_002761075.1 SAMN06050737
GCF_002761055.1 SAMN06050736
GCF_002761035.1 SAMN06050735
GCF_002761015.1 SAMN06050732
GCF_002760995.1 SAMN06050731
GCF_002760975.1 SAMN06050730
GCF_002760955.1 SAMN06050729
GCF_002760935.1 SAMN06050728
GCF_002760915.1 SAMN06050726
GCF_002741905.1 SAMN07795414
GCF_002741885.1 SAMN07795410
GCF_002741865.1 SAMN07795411
GCF_900166885.1 SAMEA3448233
GCF_000272775.4 SAMN01813481
GCF_000272755.4 SAMN01765628
GCF_000272735.4 SAMN01805325
GCF_000272715.4 SAMN01765627
GCF_002504125.1 SAMN07334224
GCF_002504105.1 SAMN07334225
GCF_002386325.1 SAMN07312417
GCF_002386165.1 SAMN07312412
GCF_002313125.1 SAMN07267217
GCF_002313105.1 SAMN05631013
GCF_002313085.1 SAMN05756207
GCF_002290205.1 SAMN07594151
GCF_001104885.2 SAMEA2072799
GCF_001360555.2 SAMEA2058419
GCF_001364695.2 SAMEA2149950
GCF_001362195.2 SAMEA2072793
GCF_900205295.1 SAMEA2467787
GCF_001148125.2 SAMEA2072494
GCF_900205265.1 SAMEA2564024
GCF_900205255.1 SAMEA3109638
GCA_001317685.2 SAMEA1904372
GCF_001148305.2 SAMEA2072647
GCF_900205275.1 SAMEA2564027
GCF_001048375.2 SAMEA2156512
GCF_001119245.2 SAMEA1930246
GCF_001165785.2 SAMEA2072495
GCF_001118185.2 SAMEA2150110
GCF_001163025.2 SAMEA2072794
GCF_001357935.2 SAMEA1930249
GCF_001104165.2 SAMEA2072798
GCA_001367555.2 SAMEA2160515
GCF_001356455.2 SAMEA1903846
GCF_001362335.2 SAMEA2072934
GCF_001088345.2 SAMEA2072679
GCF_001048035.2 SAMEA2072815
GCF_001127485.2 SAMEA2072498
GCF_001240865.2 SAMEA2155565
GCF_001361075.2 SAMEA2059020
GCF_001362095.2 SAMEA2072676
GCF_001095585.2 SAMEA2072817
GCF_001106745.2 SAMEA2067822
GCF_001121865.2 SAMEA2072936
GCF_001079465.2 SAMEA2056951
GCF_001362175.2 SAMEA2072792
GCF_001362135.2 SAMEA2072788
GCF_001359015.2 SAMEA2055444
GCF_002238275.1 SAMN06645218
GCF_002234855.1 SAMN04160807
GCF_002234795.1 SAMN06045126
GCF_002234775.1 SAMN06044997
GCF_002234515.1 SAMN06044996
GCF_002234475.1 SAMN04160816
GCF_002224405.1 SAMN07344413
GCF_002220345.1 SAMN05363482
GCF_001973275.2 SAMN05414452
GCF_002211965.1 SAMN04160830
GCF_002211925.1 SAMN04160809
GCF_002211865.1 SAMN04160813
GCF_002211845.1 SAMN04160804
GCF_002211825.1 SAMN04160806
GCF_002211585.1 SAMN04160825
GCF_002211565.1 SAMN04160801
GCF_002208315.1 SAMN04160828
GCF_002208255.1 SAMN04160808
GCF_002208195.1 SAMN04160811
GCF_002201855.1 SAMN06622672
GCF_001157245.2 SAMEA2072789
GCF_002196535.1 SAMN02800603
GCF_900185485.1 SAMEA104109193
GCF_002163995.1 SAMN06646159
GCF_900184385.1 SAMEA104087369
GCF_002128385.1 SAMN03702837
GCF_002128365.1 SAMN03702839
GCF_002119485.1 SAMN04932651
GCF_000973665.2 SAMN02716891
GCF_002079245.1 SAMN04550937
GCF_001623665.2 SAMN02716858
GCF_001620135.2 SAMN02716855
GCF_000963535.2 SAMN02712199
GCF_001620205.2 SAMN02716850
GCF_000941015.2 SAMN02712198
GCF_000940895.2 SAMN02712195
GCF_001623545.2 SAMN02716849
GCF_001623745.2 SAMN02716863
GCF_001623765.2 SAMN02716871
GCF_001623825.2 SAMN02716865
GCF_001989635.1 SAMN06185755
GCF_001975645.1 SAMN04160829
GCF_001975625.1 SAMN04160802
GCF_001975605.1 SAMN04160827
GCF_001975555.1 SAMN04160826
GCF_001975515.1 SAMN04160817
GCF_001975445.1 SAMN04160800
GCF_001975425.1 SAMN04160824
GCF_001975405.1 SAMN04160815
GCF_001975385.1 SAMN04160821
GCF_001975365.1 SAMN04160823
GCF_001975345.1 SAMN04160805
GCF_001975325.1 SAMN04160814
GCF_001975305.1 SAMN04160803
GCF_001975285.1 SAMN04160810
GCF_001975265.1 SAMN04160822
GCF_001975245.1 SAMN04160812
GCF_000335995.2 SAMN00811241
GCF_001956735.1 SAMN04160831
GCF_001953695.1 SAMN05915912
GCF_001953675.1 SAMN05915913
GCF_000486725.2 SAMN01823726
GCF_000486585.2 SAMN01823732
GCF_000486915.2 SAMN01823720
GCF_000486855.2 SAMN01823721
GCF_000487035.2 SAMN01805332
GCF_000487155.2 SAMN01823716
GCF_001953035.1 SAMN01041081
GCF_001953015.1 SAMN06192066
GCF_000487515.2 SAMN01823708
GCF_000486045.2 SAMN01087969
GCF_001952995.1 SAMN05915911
GCF_000487255.2 SAMN01823711
GCF_001941405.1 SAMN02910521
GCF_001931615.1 SAMN05255999
GCF_001931595.1 SAMN03988471
GCF_001931575.1 SAMN04364590
GCF_001931555.1 SAMN04285042
GCF_001922185.1 SAMN04125698
GCF_001922165.1 SAMN03744300
GCF_001890445.1 SAMN05172401
GCF_001890185.1 SAMN05172402
GCF_001890165.1 SAMN05172400
GCF_000271905.2 SAMN05172398
GCF_000271885.2 SAMN05172397
GCF_000483715.2 SAMN02415193
GCF_001887015.1 SAMN05832872
GCF_001886995.1 SAMN05832834
GCF_000486345.2 SAMN01823705
GCF_000486165.2 SAMN01805318
GCF_000487935.2 SAMN01823707
GCF_001729225.1 SAMN05356919
GCF_001705365.1 SAMN04600271
GCF_001705055.1 SAMN03896006
GCF_001692635.1 SAMN04334640
GCF_001692615.1 SAMN05263517
GCF_001692595.1 SAMN05263514
GCF_001692575.1 SAMN05263515
GCF_001692555.1 SAMN05277889
GCF_001692535.1 SAMN04334642
GCF_001692515.1 SAMN05263516
GCF_001692495.1 SAMN05277890
GCF_001690115.1 SAMN05263513
GCF_001690095.1 SAMN05263504
GCF_001690075.1 SAMN05263538
GCF_001690055.1 SAMN05263553
GCF_001690005.1 SAMN04334629
GCF_001689935.1 SAMN04334633
GCF_900086565.1 SAMEA3468845
GCF_001647755.1 SAMN04961653
GCF_001647045.1 SAMN03328998
GCF_000493535.2 SAMEA2272227
GCF_000988525.3 SAMN02716852
GCF_001629775.1 SAMN03371465
GCF_001629755.1 SAMN03371464
GCF_001628755.1 SAMN03371466
GCF_001623845.1 SAMN02716869
GCF_001623805.1 SAMN02716877
GCF_001623775.1 SAMN02716878
GCF_001623725.1 SAMN02716861
GCF_001623705.1 SAMN02716867
GCF_001623685.1 SAMN02716880
GCF_001623625.1 SAMN02716856
GCF_001623585.1 SAMN02716851
GCF_001620225.1 SAMN02716848
GCF_001620155.1 SAMN02716860
GCF_001620115.1 SAMN02716853
GCF_001612515.1 SAMN02568587
GCF_001535315.2 SAMN02261218
GCF_000625855.1 SAMN02384209
GCF_000624055.2 SAMN02384212
GCF_000624175.1 SAMN02384315
GCF_000626095.2 SAMN02384250
GCF_000626695.2 SAMN02384321
GCF_000385905.1 SAMN02603210
GCF_001577505.1 SAMN04296382
GCF_001576275.1 SAMN03798428
GCF_001576255.1 SAMN03795199
GCF_000623455.2 SAMN02384169
GCF_000623475.1 SAMN02384220
GCF_000623615.2 SAMN02384208
GCF_000623655.2 SAMN02384194
GCF_000623675.2 SAMN02384195
GCF_000623715.2 SAMN02384193
GCF_000623735.2 SAMN02384206
GCF_000623395.2 SAMN02384207
GCF_000623135.1 SAMN02384318
GCF_000623115.2 SAMN02384317
GCF_000623095.1 SAMN02384316
GCF_001540845.1 SAMEA3506109
GCF_000006945.2 SAMN02604315
GCF_001484025.1 SAMN03837761
GCF_000272835.4 SAMN01816118
GCF_001457675.1 SAMEA2517359
GCF_001454965.1 SAMN03839051
GCF_001447115.1 SAMN04274533
GCF_001447095.1 SAMN04274532
GCF_001441245.1 SAMN04156715
GCF_001441225.1 SAMN04156727
GCF_001441205.1 SAMN04156749
GCF_000341425.1 SAMN01832085
GCF_001409195.1 SAMEA1904401
GCF_001409175.1 SAMEA2336232
GCF_001409155.1 SAMEA2336231
GCF_001409135.1 SAMEA1904377
GCF_000505365.2 SAMN02383555
GCF_001305835.1 SAMN03959818
GCF_001305815.1 SAMN03959817
GCF_001305235.1 SAMN03140319
GCF_001302625.1 SAMN03765689
GCF_001302605.1 SAMN03765654
GCF_001293505.1 SAMN03795193
GCF_001278295.1 SAMN03744302
GCF_001278275.1 SAMN03744301
GCF_000486445.2 SAMN01805326
GCF_000330485.2 SAMN01805317
GCF_000486765.2 SAMN01805327
GCF_000210855.2 SAMEA3138382
GCF_000252995.1 SAMEA3138409
GCF_001185245.1 SAMN03468068
GCF_001185215.1 SAMN03465493
GCF_000623195.2 SAMN02384189
GCF_000624395.2 SAMN02384187
GCF_000626275.2 SAMN02384172
GCF_000188735.1 SAMN02602988
GCF_000258365.1 SAMN02603149
GCF_000252875.1 SAMN02604223
GCF_000213635.1 SAMN02602986
GCF_000235545.1 SAMN02603246
GCF_000245535.1 SAMN02603101
GCF_000022165.1 SAMN02604137
GCF_000027025.1 SAMEA2272777
GCF_000335875.2 SAMN01041085
GCF_000486365.2 SAMN01823736
GCF_001006525.1 SAMN03653812
GCF_000993725.1 SAMN03568791
GCF_000973645.1 SAMN02712200
GCF_000430145.2 SAMN01832087
GCF_000272815.2 SAMN01816117
GCA_000272795.2 SAMN01813483
GCF_000953495.1 SAMEA3106395
GCF_000940975.1 SAMN02712197
GCF_000272895.2 SAMN01813482
GCF_000195995.1 SAMEA1705914
GCF_000750395.2 SAMN02937349
GCF_000750415.2 SAMN02937348
GCF_000818115.1 SAMN03076563
GCF_000818075.1 SAMN02909989
GCF_000756465.1 SAMN03072812
GCF_000754375.1 SAMN02904629
GCF_000623055.1 SAMN02384313
GCF_000750495.1 SAMN02937352
GCF_000750475.1 SAMN02937347
GCF_000750455.1 SAMN02937351
GCF_000750435.1 SAMN02937350
GCF_000750375.1 SAMN02941167
GCF_000750335.1 SAMN02941166
GCF_000750295.1 SAMN02941165
GCF_000750255.1 SAMN02941164
GCF_000750215.1 SAMN02941163
GCF_000743055.1 SAMN02943517
GCF_000742815.1 SAMN02741042
GCF_000715155.1 SAMN02798502
GCF_000709535.1 SAMN03081475
GCF_000280315.2 SAMN01041143
GCF_000636135.1 SAMN02692256
GCF_000626375.1 SAMN02384168
GCF_000626355.1 SAMN02384177
GCF_000626335.1 SAMN02384176
GCF_000626295.1 SAMN02384171
GCF_000626255.1 SAMN02384173
GCF_000626235.1 SAMN02384174
GCF_000626215.1 SAMN02384178
GCF_000626195.1 SAMN02384191
GCF_000626175.1 SAMN02384160
GCF_000623375.1 SAMN02384161
GCF_000623355.1 SAMN02384162
GCF_000623335.1 SAMN02384163
GCF_000623315.1 SAMN02384164
GCF_000623295.1 SAMN02384166
GCF_000623275.1 SAMN02384167
GCF_000487915.2 SAMN01813419
GCF_000487775.1 SAMN01813431
GCF_000487615.2 SAMN01823751
GCF_000486405.2 SAMN01813424
GCF_000487575.2 SAMN01813417
GCF_000329365.2 SAMN01041170
GCF_000188955.2 SAMN00710608
GCF_000612325.1 SAMN02712059
GCF_000505705.1 SAMN01933202
GCF_000430085.2 SAMN01832089
GCF_000503845.1 SAMN02641385
GCF_000493675.1 SAMEA2272504
GCF_000473275.1 SAMN02604282
GCF_000462995.1 SAMN01884234
GCF_000444445.1 SAMN02603462
GCF_000442415.1 SAMN02297856
GCF_000026565.1 SAMEA1705953
GCF_000439255.1 SAMN02603391
GCF_000020925.1 SAMN02604065
GCF_000020885.1 SAMN02604068
GCF_000020745.1 SAMN02604064
GCF_000020705.1 SAMN02604067
GCF_000430165.1 SAMN02212496
GCF_000430125.1 SAMN01832088
GCF_000430105.1 SAMN01088008
GCF_000018705.1 SAMN02603951
GCF_000018625.1 SAMN02604141
GCF_000018385.1 SAMN02603245
GCF_000016045.1 SAMN02604062
GCF_000011885.1 SAMN02604316
GCF_000009525.1 SAMEA1705927
GCF_000009505.1 SAMEA1705941
GCF_000008105.1 SAMN02603109
GCF_000007545.1 SAMN02604095
